v4_4,Measure Type,Unit Multiplier,Data Marking,CV,calendar-years,admin-geography,ashe-statistics,ashe-sex,ashe-working-pattern,ashe-hours-and-earnings,ashe-workplace-or-residence
5.6,Count,1,,4.8,2016,E92000001,75,female,full-time,paid-hours-worked-overtime,workplace
9.0,GBP,1,,4.5,2016,E06000004,25,male,all,hourly-pay-gross,workplace
380.5,GBP,1,,1.4,2016,E12000001,mean,female,all,weekly-pay-gross,workplace
742.3,GBP,1,,0.3,2016,K02000001,75,male,all,weekly-pay-excluding-overtime,workplace
,Count,1,x,x,2016,E06000003,80,all,part-time,paid-hours-worked-overtime,workplace
1.5,Count,1,,6.7,2016,K04000001,20,male,part-time,paid-hours-worked-overtime,workplace
686.1,GBP,1,,10.0,2016,E06000002,75,male,all,weekly-pay-gross,workplace
2.2,Count,1,,2.7,2016,K04000001,40,all,part-time,paid-hours-worked-overtime,workplace
,GBP,1,x,66.0,2016,E06000001,25,all,all,overtime-pay,workplace
455.4,GBP,1,,11.0,2016,E06000001,median,female,full-time,weekly-pay-gross,workplace
484.6,GBP,1,,3.7,2016,E06000004,mean,female,full-time,weekly-pay-excluding-overtime,workplace
17.8,Count,1,,0.2,2016,K03000001,mean,female,part-time,paid-hours-worked-basic,workplace
135.6,GBP,1,,7.1,2016,E12000001,40,male,part-time,basic-pay-including-other-pay,workplace
,Count,1,x,53.0,2016,E06000002,median,all,part-time,paid-hours-worked-overtime,workplace
8.0,Count,1,,11.0,2016,E12000001,20,male,part-time,paid-hours-worked-basic,workplace
620.2,GBP,1,,11.0,2016,E06000001,70,all,full-time,weekly-pay-gross,workplace
18.7,Count,1,,0.5,2016,K03000001,median,female,part-time,paid-hours-worked-basic,workplace
4.3,Count,1,,8.2,2016,E12000001,median,male,full-time,paid-hours-worked-overtime,workplace
479.1,GBP,1,,1.6,2016,E12000001,median,male,full-time,basic-pay-including-other-pay,workplace
859.5,GBP,1,,0.3,2016,K04000001,80,male,all,weekly-pay-gross,workplace
14.8,Count,1,,1.1,2016,K03000001,40,male,part-time,paid-hours-worked-basic,workplace
396.4,GBP,1,,1.4,2016,K02000001,90,female,part-time,weekly-pay-excluding-overtime,workplace
18.6,Count,1,,0.4,2016,E92000001,median,female,part-time,paid-hours-worked-basic,workplace
107.6,GBP,1,,0.6,2016,E92000001,25,female,part-time,basic-pay-including-other-pay,workplace
,Count,1,x,x,2016,E06000002,60,all,part-time,paid-hours-worked-overtime,workplace
216.9,GBP,1,,2.4,2016,E12000001,mean,all,part-time,weekly-pay-gross,workplace
25.0,Count,1,,5.2,2016,E12000001,80,male,part-time,paid-hours-worked-basic,workplace
18.1,Count,1,,7.3,2016,E06000002,40,female,part-time,paid-hours-worked-basic,workplace
,Count,1,x,46.0,2016,E06000005,40,male,full-time,paid-hours-worked-overtime,workplace
,GBP,1,x,x,2016,E06000005,90,male,full-time,basic-pay-including-other-pay,workplace
713.8,GBP,1,,20.0,2016,E06000002,80,male,all,weekly-pay-gross,workplace
18.0,Count,1,,5.7,2016,E12000001,median,male,part-time,paid-hours-worked-basic,workplace
149.3,GBP,1,,0.5,2016,E92000001,40,female,part-time,weekly-pay-excluding-overtime,workplace
,Count,1,x,x,2016,E06000001,90,female,part-time,paid-hours-worked-basic,workplace
,GBP,1,x,30.0,2016,E06000001,70,female,part-time,basic-pay-including-other-pay,workplace
1.4,Count,1,,1.3,2016,E92000001,mean,male,full-time,paid-hours-worked-overtime,workplace
,Count,1,x,x,2016,E06000004,75,male,part-time,paid-hours-worked-basic,workplace
,GBP,1,x,34.0,2016,E06000005,20,all,part-time,weekly-pay-gross,workplace
12.0,Count,1,,11.0,2016,E06000004,25,female,part-time,paid-hours-worked-basic,workplace
,Count,1,x,27.0,2016,E06000002,mean,male,full-time,paid-hours-worked-overtime,workplace
93.2,GBP,1,,1.4,2016,K02000001,25,male,part-time,basic-pay-including-other-pay,workplace
170.2,GBP,1,,14.0,2016,E06000001,25,female,all,weekly-pay-gross,workplace
37.1,Count,1,,0.3,2016,E06000002,40,female,full-time,paid-hours-worked-basic,workplace
232.3,GBP,1,,0.6,2016,E92000001,70,female,part-time,weekly-pay-excluding-overtime,workplace
17.8,Count,1,,16.0,2016,E06000003,median,female,part-time,paid-hours-worked-basic,workplace
79.2,GBP,1,,3.3,2016,K03000001,80,female,all,overtime-pay,workplace
8.3,Count,1,,2.3,2016,E92000001,75,male,full-time,paid-hours-worked-overtime,workplace
37.0,Count,1,,3.3,2016,E06000003,40,female,full-time,paid-hours-worked-basic,workplace
453.5,GBP,1,,0.3,2016,E92000001,30,male,full-time,weekly-pay-gross,workplace
1.8,Count,1,,1.6,2016,K03000001,30,all,all,paid-hours-worked-overtime,workplace
,Count,1,x,x,2016,E06000001,90,male,part-time,paid-hours-worked-overtime,workplace
157.4,GBP,1,,1.0,2016,K04000001,median,male,part-time,basic-pay-including-other-pay,workplace
170.3,GBP,1,,13.0,2016,E06000003,25,female,all,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000002,90,female,full-time,paid-hours-worked-basic,workplace
,GBP,1,x,45.0,2016,E06000005,20,female,part-time,weekly-pay-excluding-overtime,workplace
,Count,1,x,71.0,2016,E06000002,75,all,all,paid-hours-worked-overtime,workplace
55.5,GBP,1,,12.0,2016,E12000001,70,female,all,overtime-pay,workplace
,Count,1,x,x,2016,E06000001,20,male,full-time,paid-hours-worked-overtime,workplace
,Count,1,x,21.0,2016,E06000002,40,all,all,paid-hours-worked-overtime,workplace
422.7,GBP,1,,1.4,2016,E12000001,30,male,full-time,weekly-pay-gross,workplace
0.9,Count,1,,19.0,2016,E06000005,mean,all,all,paid-hours-worked-overtime,workplace
,Count,1,x,x,2016,E06000002,30,male,part-time,paid-hours-worked-overtime,workplace
273.3,GBP,1,,16.0,2016,E12000001,80,male,part-time,basic-pay-including-other-pay,workplace
,Count,1,x,21.0,2016,E06000005,40,female,part-time,paid-hours-worked-basic,workplace
1079.1,GBP,1,,0.8,2016,E92000001,90,all,full-time,weekly-pay-gross,workplace
559.8,GBP,1,,9.8,2016,E06000005,75,all,all,basic-pay-including-other-pay,workplace
,Count,1,x,x,2016,E06000003,90,all,all,paid-hours-worked-overtime,workplace
,GBP,1,x,29.0,2016,E06000002,60,all,full-time,overtime-pay,workplace
,Count,1,x,x,2016,E06000001,20,male,part-time,paid-hours-worked-overtime,workplace
,Count,1,x,x,2016,E06000005,20,male,all,paid-hours-worked-overtime,workplace
418.0,GBP,1,,10.0,2016,E06000001,20,male,full-time,weekly-pay-gross,workplace
1.6,Count,1,,1.9,2016,K02000001,20,male,all,paid-hours-worked-overtime,workplace
6.9,Count,1,,4.5,2016,K03000001,80,female,full-time,paid-hours-worked-overtime,workplace
,GBP,1,x,x,2016,E06000001,median,male,part-time,basic-pay-including-other-pay,workplace
727.8,GBP,1,,8.5,2016,E06000002,80,all,full-time,weekly-pay-gross,workplace
19.2,Count,1,,6.0,2016,E06000003,mean,female,part-time,paid-hours-worked-basic,workplace
340.0,GBP,1,,0.2,2016,K03000001,25,male,all,basic-pay-including-other-pay,workplace
4.1,Count,1,,2.2,2016,E92000001,median,male,all,paid-hours-worked-overtime,workplace
,GBP,1,x,90.0,2016,E06000003,60,all,full-time,overtime-pay,workplace
,Count,1,x,x,2016,E06000004,70,male,part-time,paid-hours-worked-overtime,workplace
4.4,Count,1,,14.0,2016,E12000001,70,female,all,paid-hours-worked-overtime,workplace
,GBP,1,x,x,2016,E06000002,90,male,full-time,weekly-pay-gross,workplace
3.6,Count,1,,2.2,2016,K03000001,60,female,all,paid-hours-worked-overtime,workplace
,Count,1,x,35.0,2016,E06000002,median,female,full-time,paid-hours-worked-overtime,workplace
,GBP,1,x,x,2016,E06000001,60,male,part-time,basic-pay-including-other-pay,workplace
6.4,Count,1,,1.7,2016,K03000001,70,all,all,paid-hours-worked-overtime,workplace
111.4,GBP,1,,0.7,2016,K03000001,25,all,part-time,weekly-pay-gross,workplace
493.0,GBP,1,,0.3,2016,K04000001,median,male,all,basic-pay-including-other-pay,workplace
7.4,Count,1,,2.0,2016,E92000001,70,male,all,paid-hours-worked-overtime,workplace
,GBP,1,x,41.0,2016,E06000004,75,all,full-time,overtime-pay,workplace
0.5,Count,1,,5.8,2016,K03000001,10,female,full-time,paid-hours-worked-overtime,workplace
5.2,Count,1,,17.0,2016,E12000001,75,female,all,paid-hours-worked-overtime,workplace
,GBP,1,x,x,2016,E06000005,80,male,part-time,weekly-pay-gross,workplace
6.9,Count,1,,3.0,2016,K03000001,80,female,all,paid-hours-worked-overtime,workplace
2.8,Count,1,,2.5,2016,K03000001,median,female,part-time,paid-hours-worked-overtime,workplace
,Count,1,x,31.0,2016,E06000002,60,all,all,paid-hours-worked-overtime,workplace
,GBP,1,x,x,2016,E06000002,75,male,part-time,basic-pay-including-other-pay,workplace
205.9,GBP,1,,14.0,2016,E06000005,60,all,part-time,weekly-pay-gross,workplace
350.9,GBP,1,,1.3,2016,E12000001,30,male,all,basic-pay-including-other-pay,workplace
2.7,Count,1,,10.0,2016,E12000001,median,female,all,paid-hours-worked-overtime,workplace
,Count,1,x,x,2016,E06000004,90,female,part-time,paid-hours-worked-overtime,workplace
,Count,1,x,34.0,2016,E06000004,75,male,all,paid-hours-worked-overtime,workplace
529.8,GBP,1,,0.4,2016,K02000001,60,female,full-time,basic-pay-including-other-pay,workplace
125.0,GBP,1,,12.0,2016,E06000003,25,all,part-time,weekly-pay-gross,workplace
196.1,GBP,1,,0.5,2016,K02000001,25,female,all,basic-pay-including-other-pay,workplace
4.1,Count,1,,2.9,2016,E92000001,60,all,part-time,paid-hours-worked-overtime,workplace
,GBP,1,x,23.0,2016,E12000001,10,all,part-time,overtime-pay,workplace
,Count,1,x,x,2016,E06000004,75,female,full-time,paid-hours-worked-overtime,workplace
577.2,GBP,1,,9.5,2016,E06000004,70,female,full-time,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000003,20,female,all,paid-hours-worked-overtime,workplace
,Count,1,x,60.0,2016,E06000005,60,female,all,paid-hours-worked-overtime,workplace
231.3,GBP,1,,0.4,2016,K02000001,20,all,all,weekly-pay-gross,workplace
721.1,GBP,1,,0.6,2016,E92000001,80,female,full-time,basic-pay-including-other-pay,workplace
,Count,1,x,x,2016,E06000001,70,female,all,paid-hours-worked-overtime,workplace
195.9,GBP,1,,8.7,2016,E06000004,60,all,part-time,weekly-pay-gross,workplace
161.9,GBP,1,,2.8,2016,E12000001,20,female,all,basic-pay-including-other-pay,workplace
,Count,1,x,x,2016,E06000003,90,all,part-time,paid-hours-worked-overtime,workplace
,GBP,1,x,53.0,2016,E06000002,median,all,part-time,overtime-pay,workplace
3.7,Count,1,,3.5,2016,K04000001,60,female,part-time,paid-hours-worked-overtime,workplace
181.4,GBP,1,,0.4,2016,K02000001,median,female,part-time,weekly-pay-gross,workplace
5.0,Count,1,,1.2,2016,K04000001,60,all,full-time,paid-hours-worked-overtime,workplace
,Count,1,x,x,2016,E06000003,70,female,all,paid-hours-worked-overtime,workplace
611.5,GBP,1,,0.2,2016,K02000001,70,all,all,weekly-pay-gross,workplace
1.4,Count,1,,2.2,2016,K04000001,20,all,full-time,paid-hours-worked-overtime,workplace
665.8,GBP,1,,13.0,2016,E06000002,75,female,full-time,basic-pay-including-other-pay,workplace
718.1,GBP,1,,2.7,2016,E12000001,75,male,full-time,weekly-pay-gross,workplace
505.5,GBP,1,,0.2,2016,K02000001,median,all,full-time,basic-pay-including-other-pay,workplace
,Count,1,x,x,2016,E06000004,70,all,part-time,paid-hours-worked-overtime,workplace
47.1,GBP,1,,1.6,2016,K03000001,40,male,full-time,overtime-pay,workplace
,Count,1,x,x,2016,E06000005,40,female,part-time,paid-hours-worked-overtime,workplace
405.8,GBP,1,,1.4,2016,K03000001,90,female,part-time,weekly-pay-gross,workplace
2.0,Count,1,,1.5,2016,E92000001,30,all,full-time,paid-hours-worked-overtime,workplace
,Count,1,x,x,2016,E06000004,80,female,all,paid-hours-worked-overtime,workplace
673.2,GBP,1,,0.2,2016,K04000001,75,all,all,weekly-pay-gross,workplace
390.8,GBP,1,,1.8,2016,E92000001,90,female,part-time,basic-pay-including-other-pay,workplace
,Count,1,x,x,2016,E06000005,10,all,full-time,paid-hours-worked-overtime,workplace
622.3,GBP,1,,4.8,2016,E06000004,mean,male,full-time,weekly-pay-gross,workplace
670.8,GBP,1,,0.1,2016,K02000001,70,all,full-time,basic-pay-including-other-pay,workplace
9.5,Count,1,,11.0,2016,E12000001,80,male,full-time,paid-hours-worked-overtime,workplace
,GBP,1,x,42.0,2016,E06000002,60,male,full-time,overtime-pay,workplace
,Count,1,x,40.0,2016,E06000001,mean,female,part-time,paid-hours-worked-overtime,workplace
,GBP,1,x,23.0,2016,E06000001,25,female,part-time,weekly-pay-gross,workplace
,Count,1,x,30.0,2016,E06000003,mean,all,full-time,paid-hours-worked-overtime,workplace
12.4,Count,1,,5.5,2016,K02000001,90,all,part-time,paid-hours-worked-overtime,workplace
278.0,GBP,1,,0.3,2016,E92000001,25,all,all,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000005,20,all,full-time,paid-hours-worked-overtime,workplace
215.8,GBP,1,,12.0,2016,E06000002,60,female,part-time,basic-pay-including-other-pay,workplace
,GBP,1,x,x,2016,E06000004,90,male,full-time,weekly-pay-gross,workplace
,GBP,1,x,22.0,2016,E06000001,80,all,full-time,basic-pay-including-other-pay,workplace
,Count,1,x,36.0,2016,E06000002,median,male,full-time,paid-hours-worked-overtime,workplace
7.32,GBP,1,,0.1,2016,K03000001,10,all,all,hourly-pay-gross,workplace
,Count,1,x,x,2016,E06000001,60,female,part-time,paid-hours-worked-overtime,workplace
186.9,GBP,1,,9.1,2016,E06000003,mean,female,part-time,weekly-pay-gross,workplace
,Count,1,x,25.0,2016,E12000001,80,all,part-time,paid-hours-worked-overtime,workplace
3.7,Count,1,,13.0,2016,E12000001,60,all,part-time,paid-hours-worked-overtime,workplace
433.4,GBP,1,,5.8,2016,E06000005,median,all,all,weekly-pay-gross,workplace
154.2,GBP,1,,13.0,2016,E06000003,median,female,part-time,basic-pay-including-other-pay,workplace
,Count,1,x,x,2016,E06000001,80,all,full-time,paid-hours-worked-overtime,workplace
264.3,GBP,1,,12.0,2016,E12000001,75,male,part-time,weekly-pay-gross,workplace
275.0,GBP,1,,0.9,2016,K04000001,80,all,part-time,basic-pay-including-other-pay,workplace
3.4,Count,1,,5.2,2016,K02000001,40,male,part-time,paid-hours-worked-overtime,workplace
18.43,GBP,1,,0.2,2016,K03000001,75,all,all,hourly-pay-gross,workplace
328.0,GBP,1,,0.3,2016,E92000001,20,male,all,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000002,20,all,part-time,paid-hours-worked-overtime,workplace
143.9,GBP,1,,11.0,2016,E06000003,40,female,part-time,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000001,80,all,part-time,paid-hours-worked-overtime,workplace
220.4,GBP,1,,1.1,2016,E92000001,10,male,all,weekly-pay-gross,workplace
,Count,1,x,24.0,2016,E06000004,60,all,full-time,paid-hours-worked-overtime,workplace
,GBP,1,x,21.0,2016,E06000004,75,female,part-time,basic-pay-including-other-pay,workplace
,GBP,1,x,x,2016,E06000005,20,male,part-time,weekly-pay-gross,workplace
,GBP,1,x,x,2016,E06000003,10,all,part-time,basic-pay-including-other-pay,workplace
4.6,Count,1,,4.8,2016,K03000001,median,male,part-time,paid-hours-worked-overtime,workplace
7.49,GBP,1,,3.2,2016,E06000002,10,male,all,hourly-pay-gross,workplace
,GBP,1,x,x,2016,E06000002,75,all,part-time,overtime-pay,workplace
331.0,GBP,1,,0.3,2016,E92000001,10,male,full-time,weekly-pay-gross,workplace
14.04,GBP,1,,3.1,2016,E06000002,mean,all,all,hourly-pay-excluding-overtime,workplace
3.1,Count,1,,1.9,2016,E92000001,40,male,all,paid-hours-worked-overtime,workplace
215.4,GBP,1,,0.4,2016,K03000001,mean,female,part-time,weekly-pay-gross,workplace
210.8,GBP,1,,0.7,2016,K03000001,10,male,all,basic-pay-including-other-pay,workplace
862.4,GBP,1,,0.4,2016,E92000001,80,male,full-time,basic-pay-including-other-pay,workplace
1.5,Count,1,,14.0,2016,E12000001,25,female,full-time,paid-hours-worked-overtime,workplace
15.19,GBP,1,,0.4,2016,E92000001,70,female,all,hourly-pay-gross,workplace
38.9,Count,1,,0.1,2016,E92000001,75,all,all,paid-hours-worked-basic,workplace
419.9,GBP,1,,0.2,2016,K03000001,30,all,full-time,weekly-pay-gross,workplace
621.0,GBP,1,,0.3,2016,E92000001,mean,male,all,weekly-pay-excluding-overtime,workplace
0.8,Count,1,,5.0,2016,K02000001,10,male,full-time,paid-hours-worked-overtime,workplace
,Count,1,x,x,2016,E12000001,90,male,part-time,paid-hours-worked-overtime,workplace
349.8,GBP,1,,8.6,2016,E06000005,median,female,all,weekly-pay-gross,workplace
12.3,Count,1,,5.8,2016,K04000001,90,all,part-time,paid-hours-worked-overtime,workplace
128.1,GBP,1,,1.9,2016,K04000001,75,male,all,overtime-pay,workplace
,GBP,1,x,x,2016,E06000003,80,female,full-time,weekly-pay-gross,workplace
44.4,GBP,1,,2.1,2016,K02000001,10,male,part-time,basic-pay-including-other-pay,workplace
1.8,Count,1,,11.0,2016,E12000001,30,female,full-time,paid-hours-worked-overtime,workplace
15.02,GBP,1,,2.9,2016,E12000001,75,female,all,hourly-pay-gross,workplace
34.3,Count,1,,2.6,2016,E06000002,mean,male,all,paid-hours-worked-basic,workplace
652.4,GBP,1,,0.2,2016,E92000001,mean,all,full-time,weekly-pay-gross,workplace
568.7,GBP,1,,10.0,2016,E06000002,70,male,all,weekly-pay-excluding-overtime,workplace
14.0,Count,1,,3.4,2016,K03000001,90,male,full-time,paid-hours-worked-overtime,workplace
,Count,1,x,x,2016,E06000004,75,male,part-time,paid-hours-worked-overtime,workplace
416.9,GBP,1,,11.0,2016,E06000005,60,female,all,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000004,90,all,part-time,paid-hours-worked-overtime,workplace
31.1,GBP,1,,2.1,2016,E92000001,30,male,all,overtime-pay,workplace
119.2,GBP,1,,13.0,2016,E06000002,10,all,all,weekly-pay-excluding-overtime,workplace
19.0,GBP,1,,1.4,2016,K02000001,25,all,all,overtime-pay,workplace
,Count,1,x,33.0,2016,E06000005,mean,female,full-time,paid-hours-worked-overtime,workplace
8.37,GBP,1,,2.4,2016,E06000004,30,female,all,hourly-pay-gross,workplace
37.0,Count,1,,0.0,2016,K04000001,70,female,all,paid-hours-worked-basic,workplace
260.2,GBP,1,,0.7,2016,K02000001,75,all,part-time,weekly-pay-gross,workplace
537.8,GBP,1,,0.2,2016,K02000001,75,female,all,weekly-pay-excluding-overtime,workplace
,Count,1,x,38.0,2016,E06000005,30,male,full-time,paid-hours-worked-overtime,workplace
,Count,1,x,x,2016,E06000005,20,female,full-time,paid-hours-worked-overtime,workplace
292.0,GBP,1,,1.0,2016,E92000001,80,all,part-time,weekly-pay-gross,workplace
1.8,Count,1,,1.6,2016,K02000001,25,male,full-time,paid-hours-worked-overtime,workplace
,GBP,1,x,77.0,2016,E06000003,60,male,all,overtime-pay,workplace
211.9,GBP,1,,0.6,2016,K02000001,10,male,all,weekly-pay-excluding-overtime,workplace
88.9,GBP,1,,1.5,2016,K02000001,70,all,all,overtime-pay,workplace
2.7,Count,1,,2.6,2016,K04000001,median,female,part-time,paid-hours-worked-overtime,workplace
7.92,GBP,1,,0.1,2016,K04000001,10,all,full-time,hourly-pay-gross,workplace
18.5,Count,1,,2.4,2016,E12000001,20,female,all,paid-hours-worked-basic,workplace
217.1,GBP,1,,0.5,2016,K04000001,mean,all,part-time,weekly-pay-gross,workplace
275.8,GBP,1,,1.7,2016,E12000001,40,female,all,weekly-pay-excluding-overtime,workplace
4.7,Count,1,,4.7,2016,K02000001,median,male,part-time,paid-hours-worked-overtime,workplace
,Count,1,x,x,2016,E06000001,10,female,full-time,paid-hours-worked-overtime,workplace
659.0,GBP,1,,0.3,2016,K02000001,60,male,full-time,weekly-pay-gross,workplace
8.3,Count,1,,5.9,2016,K02000001,70,male,part-time,paid-hours-worked-overtime,workplace
16.3,GBP,1,,1.1,2016,K02000001,mean,all,full-time,overtime-pay,workplace
,GBP,1,x,x,2016,E06000003,90,female,all,weekly-pay-excluding-overtime,workplace
185.1,GBP,1,,19.0,2016,E12000001,90,all,all,overtime-pay,workplace
0.5,Count,1,,9.7,2016,E12000001,mean,female,part-time,paid-hours-worked-overtime,workplace
7.93,GBP,1,,0.2,2016,E92000001,10,all,full-time,hourly-pay-gross,workplace
22.3,Count,1,,6.9,2016,E06000002,25,female,all,paid-hours-worked-basic,workplace
110.1,GBP,1,,0.8,2016,E92000001,25,all,part-time,weekly-pay-gross,workplace
154.9,GBP,1,,15.0,2016,E06000001,25,female,all,weekly-pay-excluding-overtime,workplace
,Count,1,x,x,2016,E06000005,20,male,part-time,paid-hours-worked-overtime,workplace
,Count,1,x,x,2016,E06000004,80,female,full-time,paid-hours-worked-overtime,workplace
544.8,GBP,1,,7.6,2016,E06000001,median,male,full-time,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000002,75,male,part-time,paid-hours-worked-overtime,workplace
8.7,GBP,1,,2.5,2016,K02000001,10,all,full-time,overtime-pay,workplace
404.1,GBP,1,,0.2,2016,K03000001,30,all,full-time,weekly-pay-excluding-overtime,workplace
,GBP,1,x,x,2016,E06000005,10,all,all,overtime-pay,workplace
518.3,GBP,1,,0.2,2016,K04000001,60,all,all,weekly-pay-gross,workplace
7.85,GBP,1,,2.9,2016,E06000004,10,all,full-time,hourly-pay-gross,workplace
16.0,Count,1,,0.1,2016,E92000001,40,all,part-time,paid-hours-worked-basic,workplace
260.6,GBP,1,,0.8,2016,E92000001,75,all,part-time,weekly-pay-gross,workplace
1043.1,GBP,1,,0.6,2016,K03000001,90,all,full-time,weekly-pay-excluding-overtime,workplace
,Count,1,x,x,2016,E06000002,10,male,part-time,paid-hours-worked-overtime,workplace
5.7,Count,1,,5.0,2016,E92000001,75,female,part-time,paid-hours-worked-overtime,workplace
75.0,GBP,1,,10.0,2016,E12000001,20,male,part-time,weekly-pay-gross,workplace
2.0,Count,1,,3.0,2016,K02000001,40,female,full-time,paid-hours-worked-overtime,workplace
,GBP,1,x,35.0,2016,E06000001,30,all,full-time,overtime-pay,workplace
739.7,GBP,1,,0.3,2016,K03000001,75,all,full-time,weekly-pay-excluding-overtime,workplace
