v4_4,Measure Type,Unit Multiplier,Data Marking,CV,calendar-years,admin-geography,ashe-statistics,ashe-sex,ashe-working-pattern,ashe-hours-and-earnings,ashe-workplace-or-residence
,GBP,1,x,32.0,2016,E06000002,25,all,all,overtime-pay,workplace
326.9,GBP,1,,0.3,2016,K04000001,20,male,all,weekly-pay-gross,workplace
11.64,GBP,1,,1.3,2016,E12000001,40,male,full-time,hourly-pay-gross,workplace
,Count,1,x,x,2016,E06000002,90,all,part-time,paid-hours-worked-basic,workplace
,GBP,1,x,33.0,2016,E06000003,75,all,part-time,weekly-pay-excluding-overtime,workplace
145.9,GBP,1,,9.6,2016,E06000003,40,all,part-time,weekly-pay-gross,workplace
,Count,1,x,38.0,2016,E06000002,40,female,full-time,paid-hours-worked-overtime,workplace
,Count,1,x,x,2016,E06000003,80,female,part-time,paid-hours-worked-overtime,workplace
2.1,Count,1,,16.0,2016,E06000004,mean,male,full-time,paid-hours-worked-overtime,workplace
,GBP,1,x,x,2016,E06000005,30,male,part-time,weekly-pay-gross,workplace
222.9,GBP,1,,1.6,2016,E92000001,70,male,part-time,weekly-pay-gross,workplace
209.1,GBP,1,,14.0,2016,E06000004,70,female,part-time,basic-pay-including-other-pay,workplace
35.8,Count,1,,3.2,2016,E06000003,30,female,full-time,paid-hours-worked-basic,workplace
713.1,GBP,1,,9.1,2016,E06000002,80,all,full-time,weekly-pay-excluding-overtime,workplace
,GBP,1,x,x,2016,E12000001,90,female,part-time,overtime-pay,workplace
189.7,GBP,1,,9.7,2016,E06000005,mean,female,part-time,weekly-pay-excluding-overtime,workplace
628.9,GBP,1,,9.3,2016,E06000004,75,female,full-time,weekly-pay-gross,workplace
,GBP,1,x,x,2016,E06000003,25,female,full-time,overtime-pay,workplace
428.0,GBP,1,,6.2,2016,E06000005,40,male,all,weekly-pay-excluding-overtime,workplace
8.47,GBP,1,,4.2,2016,E06000004,median,all,part-time,hourly-pay-excluding-overtime,workplace
143.1,GBP,1,,15.0,2016,E06000001,20,female,all,weekly-pay-excluding-overtime,workplace
6.1,Count,1,,5.4,2016,K03000001,60,male,part-time,paid-hours-worked-overtime,workplace
,GBP,1,x,x,2016,E06000001,median,male,part-time,weekly-pay-gross,workplace
125.1,GBP,1,,1.9,2016,K02000001,80,all,all,overtime-pay,workplace
563.7,GBP,1,,0.3,2016,K04000001,mean,female,full-time,weekly-pay-gross,workplace
313.3,GBP,1,,4.1,2016,E06000003,20,all,full-time,weekly-pay-excluding-overtime,workplace
,GBP,1,x,x,2016,E06000001,20,male,part-time,weekly-pay-gross,workplace
5.6,Count,1,,4.3,2016,K03000001,75,female,full-time,paid-hours-worked-overtime,workplace
4.5,GBP,1,,4.0,2016,K02000001,10,all,part-time,overtime-pay,workplace
404.4,GBP,1,,0.2,2016,K04000001,30,all,full-time,weekly-pay-excluding-overtime,workplace
,GBP,1,x,26.0,2016,E06000004,30,all,all,overtime-pay,workplace
676.1,GBP,1,,15.0,2016,E06000001,75,male,all,weekly-pay-gross,workplace
11.28,GBP,1,,1.4,2016,K02000001,70,male,part-time,hourly-pay-gross,workplace
24.0,Count,1,,0.1,2016,K03000001,75,male,part-time,paid-hours-worked-basic,workplace
450.5,GBP,1,,0.3,2016,K04000001,30,male,full-time,weekly-pay-gross,workplace
224.9,GBP,1,,14.0,2016,E06000004,75,all,part-time,weekly-pay-excluding-overtime,workplace
,Count,1,x,x,2016,E06000003,median,female,full-time,paid-hours-worked-overtime,workplace
,Count,1,x,89.0,2016,E06000004,40,female,part-time,paid-hours-worked-overtime,workplace
,GBP,1,x,x,2016,E06000003,75,male,part-time,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000005,70,female,part-time,paid-hours-worked-overtime,workplace
9.1,GBP,1,,3.4,2016,K04000001,20,all,part-time,overtime-pay,workplace
525.2,GBP,1,,0.2,2016,E92000001,median,all,full-time,weekly-pay-excluding-overtime,workplace
20.0,GBP,1,,1.9,2016,K03000001,20,male,all,overtime-pay,workplace
641.1,GBP,1,,7.4,2016,E06000004,70,male,all,weekly-pay-gross,workplace
9.27,GBP,1,,0.3,2016,K02000001,25,female,full-time,hourly-pay-gross,workplace
37.0,Count,1,,0.2,2016,K02000001,median,female,full-time,paid-hours-worked-basic,workplace
627.4,GBP,1,,8.6,2016,E06000004,70,male,full-time,weekly-pay-excluding-overtime,workplace
903.2,GBP,1,,0.5,2016,K04000001,80,male,full-time,weekly-pay-gross,workplace
3.7,Count,1,,3.8,2016,K03000001,60,female,part-time,paid-hours-worked-overtime,workplace
309.5,GBP,1,,0.2,2016,K04000001,30,all,all,weekly-pay-gross,workplace
27.6,Count,1,,0.4,2016,K03000001,25,all,all,paid-hours-worked-basic,workplace
734.0,GBP,1,,0.6,2016,K03000001,80,female,full-time,weekly-pay-gross,workplace
617.2,GBP,1,,6.6,2016,E06000004,75,all,all,weekly-pay-gross,workplace
21.2,GBP,1,,2.0,2016,K03000001,20,male,full-time,overtime-pay,workplace
273.0,GBP,1,,5.3,2016,E06000003,10,all,full-time,weekly-pay-excluding-overtime,workplace
6.8,GBP,1,,1.8,2016,E92000001,mean,female,all,overtime-pay,workplace
,GBP,1,x,x,2016,E06000004,90,male,all,weekly-pay-gross,workplace
15.02,GBP,1,,0.3,2016,E92000001,mean,female,full-time,hourly-pay-gross,workplace
37.5,Count,1,,0.9,2016,E12000001,75,female,full-time,paid-hours-worked-basic,workplace
590.9,GBP,1,,1.9,2016,E12000001,60,male,full-time,weekly-pay-gross,workplace
94.7,GBP,1,,1.7,2016,K04000001,25,male,part-time,weekly-pay-excluding-overtime,workplace
,Count,1,x,58.0,2016,E06000004,median,female,part-time,paid-hours-worked-overtime,workplace
117.4,GBP,1,,18.0,2016,E06000001,10,all,all,weekly-pay-gross,workplace
35.0,Count,1,,0.7,2016,E12000001,40,all,all,paid-hours-worked-basic,workplace
378.3,GBP,1,,0.2,2016,K04000001,30,female,full-time,weekly-pay-gross,workplace
292.8,GBP,1,,10.0,2016,E06000005,10,male,all,weekly-pay-gross,workplace
85.5,GBP,1,,1.8,2016,K03000001,60,male,full-time,overtime-pay,workplace
586.8,GBP,1,,11.0,2016,E06000003,70,all,full-time,weekly-pay-excluding-overtime,workplace
,GBP,1,x,x,2016,E06000005,20,female,all,overtime-pay,workplace
351.1,GBP,1,,7.3,2016,E06000001,mean,female,all,weekly-pay-gross,workplace
25.12,GBP,1,,1.1,2016,E92000001,90,female,full-time,hourly-pay-gross,workplace
34.1,Count,1,,4.2,2016,E06000003,25,female,full-time,paid-hours-worked-basic,workplace
623.0,GBP,1,,0.4,2016,K03000001,70,female,full-time,weekly-pay-excluding-overtime,workplace
609.0,GBP,1,,6.8,2016,E06000001,mean,male,full-time,weekly-pay-gross,workplace
966.7,GBP,1,,0.5,2016,E92000001,90,all,all,weekly-pay-gross,workplace
296.0,GBP,1,,0.3,2016,E92000001,40,female,all,weekly-pay-gross,workplace
40.0,Count,1,,1.0,2016,E12000001,90,all,all,paid-hours-worked-basic,workplace
391.5,GBP,1,,1.8,2016,E12000001,40,female,full-time,weekly-pay-gross,workplace
110.4,GBP,1,,0.8,2016,K02000001,10,female,all,weekly-pay-gross,workplace
131.2,GBP,1,,2.0,2016,K03000001,75,male,full-time,overtime-pay,workplace
373.4,GBP,1,,4.2,2016,E06000004,30,all,full-time,weekly-pay-excluding-overtime,workplace
,GBP,1,x,x,2016,E06000001,10,all,full-time,overtime-pay,workplace
,GBP,1,x,x,2016,E06000001,90,female,all,weekly-pay-gross,workplace
,GBP,1,x,x,2016,E06000004,90,female,full-time,hourly-pay-gross,workplace
22.5,Count,1,,0.5,2016,K04000001,70,female,part-time,paid-hours-worked-basic,workplace
280.8,GBP,1,,1.9,2016,K04000001,80,male,part-time,weekly-pay-gross,workplace
670.8,GBP,1,,10.0,2016,E06000004,80,female,full-time,weekly-pay-excluding-overtime,workplace
384.9,GBP,1,,5.2,2016,E06000002,median,all,all,weekly-pay-gross,workplace
344.4,GBP,1,,6.6,2016,E06000002,median,female,all,weekly-pay-gross,workplace
37.5,Count,1,,0.3,2016,E06000004,60,all,all,paid-hours-worked-basic,workplace
300.7,GBP,1,,4.6,2016,E06000003,30,female,full-time,weekly-pay-gross,workplace
379.3,GBP,1,,2.2,2016,E12000001,60,female,all,weekly-pay-gross,workplace
64.5,GBP,1,,1.7,2016,E92000001,median,male,full-time,overtime-pay,workplace
89.1,GBP,1,,0.7,2016,K03000001,20,all,part-time,weekly-pay-excluding-overtime,workplace
63.8,GBP,1,,19.0,2016,E06000004,median,all,full-time,overtime-pay,workplace
194.0,GBP,1,,9.1,2016,E06000004,25,female,all,weekly-pay-gross,workplace
8.26,GBP,1,,0.1,2016,K03000001,40,female,part-time,hourly-pay-gross,workplace
,Count,1,x,44.0,2016,E06000001,median,all,all,paid-hours-worked-overtime,workplace
180.0,GBP,1,,9.4,2016,E06000003,mean,female,part-time,weekly-pay-excluding-overtime,workplace
,GBP,1,x,x,2016,E06000005,75,male,part-time,weekly-pay-gross,workplace
359.3,GBP,1,,0.2,2016,K02000001,25,male,all,weekly-pay-gross,workplace
115.6,GBP,1,,13.0,2016,E06000003,10,female,all,weekly-pay-gross,workplace
37.5,Count,1,,0.0,2016,K03000001,median,male,all,paid-hours-worked-basic,workplace
449.5,GBP,1,,8.2,2016,E06000004,median,female,full-time,weekly-pay-gross,workplace
,GBP,1,x,22.0,2016,E06000001,10,female,all,weekly-pay-gross,workplace
27.3,GBP,1,,6.1,2016,E12000001,mean,male,full-time,overtime-pay,workplace
88.0,GBP,1,,0.9,2016,E92000001,20,all,part-time,weekly-pay-excluding-overtime,workplace
9.2,GBP,1,,3.3,2016,K03000001,20,all,part-time,overtime-pay,workplace
561.0,GBP,1,,5.1,2016,E06000001,mean,all,full-time,weekly-pay-gross,workplace
10.42,GBP,1,,14.0,2016,E06000005,60,female,part-time,hourly-pay-gross,workplace
,Count,1,x,x,2016,E06000004,90,all,all,paid-hours-worked-overtime,workplace
379.2,GBP,1,,0.3,2016,E92000001,30,female,full-time,weekly-pay-gross,workplace
133.5,GBP,1,,0.6,2016,K04000001,10,all,all,basic-pay-including-other-pay,workplace
623.0,GBP,1,,15.0,2016,E06000003,70,male,all,weekly-pay-gross,workplace
643.9,GBP,1,,0.2,2016,K02000001,mean,all,full-time,weekly-pay-gross,workplace
11.7,Count,1,,1.0,2016,K02000001,10,female,all,paid-hours-worked-basic,workplace
255.9,GBP,1,,4.1,2016,E12000001,75,female,part-time,weekly-pay-gross,workplace
145.6,GBP,1,,15.0,2016,E06000001,20,female,all,weekly-pay-gross,workplace
,GBP,1,x,36.0,2016,E06000005,60,male,full-time,overtime-pay,workplace
270.1,GBP,1,,13.0,2016,E06000002,75,all,part-time,weekly-pay-excluding-overtime,workplace
38.9,GBP,1,,3.3,2016,K04000001,60,all,part-time,overtime-pay,workplace
152.9,GBP,1,,0.4,2016,K03000001,40,all,part-time,weekly-pay-gross,workplace
8.14,GBP,1,,0.1,2016,K02000001,20,all,all,hourly-pay-excluding-overtime,workplace
7.4,Count,1,,1.7,2016,K03000001,70,male,all,paid-hours-worked-overtime,workplace
325.8,GBP,1,,4.3,2016,E06000004,40,all,all,basic-pay-including-other-pay,workplace
57.5,GBP,1,,1.0,2016,K02000001,10,female,part-time,weekly-pay-gross,workplace
419.4,GBP,1,,0.4,2016,E92000001,60,female,all,weekly-pay-gross,workplace
762.4,GBP,1,,0.3,2016,K02000001,75,all,full-time,weekly-pay-gross,workplace
37.5,Count,1,,0.0,2016,E92000001,80,female,all,paid-hours-worked-basic,workplace
105.3,GBP,1,,11.0,2016,E06000004,20,female,part-time,weekly-pay-gross,workplace
152.4,GBP,1,,0.5,2016,E92000001,40,all,part-time,weekly-pay-gross,workplace
6.2,GBP,1,,8.6,2016,K02000001,10,male,part-time,overtime-pay,workplace
188.9,GBP,1,,5.8,2016,E06000004,mean,all,part-time,weekly-pay-excluding-overtime,workplace
297.7,GBP,1,,15.0,2016,E06000001,median,female,all,weekly-pay-gross,workplace
494.0,GBP,1,,1.3,2016,E12000001,median,all,full-time,weekly-pay-gross,workplace
37.5,Count,1,,0.1,2016,K04000001,60,all,full-time,paid-hours-worked-basic,workplace
194.7,GBP,1,,9.7,2016,E06000004,60,female,part-time,weekly-pay-gross,workplace
,GBP,1,x,x,2016,E06000003,10,all,part-time,weekly-pay-gross,workplace
166.0,GBP,1,,13.0,2016,K03000001,90,male,part-time,overtime-pay,workplace
321.1,GBP,1,,0.2,2016,E92000001,10,male,full-time,weekly-pay-excluding-overtime,workplace
26.8,GBP,1,,1.9,2016,K03000001,25,male,full-time,overtime-pay,workplace
911.3,GBP,1,,0.5,2016,E92000001,80,male,full-time,weekly-pay-gross,workplace
18.33,GBP,1,,0.3,2016,K02000001,70,male,all,hourly-pay-excluding-overtime,workplace
5.0,Count,1,,0.8,2016,K02000001,60,all,full-time,paid-hours-worked-overtime,workplace
208.9,GBP,1,,0.5,2016,K04000001,60,female,part-time,weekly-pay-gross,workplace
210.8,GBP,1,,0.8,2016,E92000001,10,male,all,basic-pay-including-other-pay,workplace
406.3,GBP,1,,1.4,2016,K03000001,90,all,part-time,weekly-pay-gross,workplace
527.1,GBP,1,,8.8,2016,E06000003,60,all,full-time,weekly-pay-gross,workplace
17.6,Count,1,,0.2,2016,K02000001,mean,all,part-time,paid-hours-worked-basic,workplace
,GBP,1,x,x,2016,E06000003,90,all,all,weekly-pay-excluding-overtime,workplace
,GBP,1,x,33.0,2016,E12000001,20,male,part-time,overtime-pay,workplace
708.5,GBP,1,,0.3,2016,E92000001,mean,male,full-time,weekly-pay-gross,workplace
298.6,GBP,1,,3.4,2016,E06000004,10,male,full-time,weekly-pay-excluding-overtime,workplace
109.5,GBP,1,,8.3,2016,K04000001,80,male,part-time,overtime-pay,workplace
,GBP,1,x,x,2016,E06000001,60,male,part-time,weekly-pay-gross,workplace
7.5,GBP,1,,0.1,2016,K03000001,10,male,all,hourly-pay-excluding-overtime,workplace
,Count,1,x,32.0,2016,E06000005,25,all,full-time,paid-hours-worked-overtime,workplace
264.5,GBP,1,,0.9,2016,K04000001,75,female,part-time,weekly-pay-gross,workplace
329.5,GBP,1,,5.0,2016,E06000003,25,all,full-time,basic-pay-including-other-pay,workplace
54.0,GBP,1,,1.1,2016,E92000001,10,all,part-time,weekly-pay-gross,workplace
,GBP,1,x,x,2016,E06000003,90,all,full-time,weekly-pay-gross,workplace
13.2,Count,1,,1.0,2016,K02000001,30,all,part-time,paid-hours-worked-basic,workplace
,GBP,1,x,28.0,2016,E06000005,10,female,all,weekly-pay-excluding-overtime,workplace
,GBP,1,x,x,2016,E06000002,90,male,part-time,overtime-pay,workplace
685.2,GBP,1,,12.0,2016,E06000005,75,male,full-time,weekly-pay-gross,workplace
94.5,GBP,1,,1.7,2016,E92000001,25,male,part-time,weekly-pay-excluding-overtime,workplace
167.6,GBP,1,,14.0,2016,K04000001,90,male,part-time,overtime-pay,workplace
330.9,GBP,1,,6.8,2016,E06000005,25,female,full-time,weekly-pay-gross,workplace
13.95,GBP,1,,6.6,2016,E06000004,60,male,all,hourly-pay-excluding-overtime,workplace
,Count,1,x,26.0,2016,E06000004,30,all,full-time,paid-hours-worked-overtime,workplace
,GBP,1,x,49.0,2016,E06000005,20,female,part-time,weekly-pay-gross,workplace
284.8,GBP,1,,4.6,2016,E12000001,80,all,part-time,weekly-pay-gross,workplace
,GBP,1,x,x,2016,E06000003,90,all,part-time,basic-pay-including-other-pay,workplace
390.9,GBP,1,,0.3,2016,K03000001,20,male,full-time,weekly-pay-gross,workplace
9.2,Count,1,,0.9,2016,E92000001,20,all,part-time,paid-hours-worked-basic,workplace
479.5,GBP,1,,14.0,2016,E06000005,70,female,all,weekly-pay-excluding-overtime,workplace
,GBP,1,x,x,2016,E06000003,10,male,part-time,overtime-pay,workplace
299.1,GBP,1,,15.0,2016,E12000001,80,male,part-time,weekly-pay-gross,workplace
89.5,GBP,1,,10.0,2016,E12000001,25,male,part-time,weekly-pay-excluding-overtime,workplace
,GBP,1,x,x,2016,E12000001,90,male,part-time,overtime-pay,workplace
,GBP,1,x,x,2016,E06000005,10,female,part-time,weekly-pay-gross,workplace
11.29,GBP,1,,7.4,2016,E06000005,median,female,all,hourly-pay-excluding-overtime,workplace
361.6,GBP,1,,0.2,2016,K04000001,40,all,all,weekly-pay-excluding-overtime,workplace
1.6,Count,1,,1.9,2016,K02000001,30,all,part-time,paid-hours-worked-overtime,workplace
107.8,GBP,1,,13.0,2016,E06000002,25,all,part-time,weekly-pay-gross,workplace
570.0,GBP,1,,4.6,2016,E06000004,mean,male,full-time,basic-pay-including-other-pay,workplace
670.8,GBP,1,,2.3,2016,E12000001,70,male,full-time,weekly-pay-gross,workplace
39.0,Count,1,,0.0,2016,K03000001,60,male,full-time,paid-hours-worked-basic,workplace
380.0,GBP,1,,18.0,2016,E06000003,70,female,all,weekly-pay-excluding-overtime,workplace
54.8,GBP,1,,14.0,2016,E12000001,60,female,full-time,overtime-pay,workplace
162.5,GBP,1,,19.0,2016,E06000003,median,male,part-time,weekly-pay-gross,workplace
287.6,GBP,1,,0.1,2016,E92000001,10,female,full-time,weekly-pay-excluding-overtime,workplace
,GBP,1,x,x,2016,E06000002,median,male,part-time,overtime-pay,workplace
119.8,GBP,1,,11.0,2016,E06000004,30,female,part-time,weekly-pay-gross,workplace
16.56,GBP,1,,0.2,2016,K04000001,mean,all,full-time,hourly-pay-excluding-overtime,workplace
461.8,GBP,1,,5.6,2016,E06000004,60,all,all,weekly-pay-excluding-overtime,workplace
3.0,Count,1,,3.3,2016,E92000001,median,all,part-time,paid-hours-worked-overtime,workplace
520.7,GBP,1,,9.2,2016,E06000003,median,male,full-time,weekly-pay-gross,workplace
44.3,GBP,1,,2.2,2016,K04000001,10,male,part-time,basic-pay-including-other-pay,workplace
767.0,GBP,1,,12.0,2016,E06000004,80,male,full-time,weekly-pay-gross,workplace
40.0,Count,1,,20.0,2016,E06000002,80,male,full-time,paid-hours-worked-basic,workplace
519.8,GBP,1,,0.2,2016,K02000001,median,all,full-time,weekly-pay-excluding-overtime,workplace
,GBP,1,x,x,2016,E06000001,60,female,full-time,overtime-pay,workplace
,GBP,1,x,x,2016,E06000003,80,male,part-time,weekly-pay-gross,workplace
421.7,GBP,1,,0.3,2016,E92000001,40,female,full-time,weekly-pay-excluding-overtime,workplace
,GBP,1,x,x,2016,E06000004,90,male,part-time,overtime-pay,workplace
295.7,GBP,1,,5.7,2016,E06000005,25,all,all,weekly-pay-excluding-overtime,workplace
15.01,GBP,1,,1.1,2016,K04000001,80,all,part-time,hourly-pay-excluding-overtime,workplace
,GBP,1,x,x,2016,E06000005,90,male,all,weekly-pay-excluding-overtime,workplace
,Count,1,x,x,2016,E06000002,10,all,part-time,paid-hours-worked-overtime,workplace
401.6,GBP,1,,8.4,2016,E06000003,25,male,full-time,weekly-pay-gross,workplace
392.9,GBP,1,,12.0,2016,E06000001,40,female,full-time,basic-pay-including-other-pay,workplace
221.9,GBP,1,,1.3,2016,K04000001,mean,male,part-time,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000005,median,male,part-time,paid-hours-worked-basic,workplace
460.0,GBP,1,,0.1,2016,K03000001,40,all,full-time,weekly-pay-excluding-overtime,workplace
,GBP,1,x,27.0,2016,E06000002,mean,female,full-time,overtime-pay,workplace
191.9,GBP,1,,20.0,2016,E06000004,median,male,part-time,weekly-pay-gross,workplace
,GBP,1,x,x,2016,E06000003,90,female,full-time,weekly-pay-excluding-overtime,workplace
48.5,GBP,1,,2.9,2016,K02000001,60,female,full-time,overtime-pay,workplace
507.3,GBP,1,,9.5,2016,E06000002,70,all,all,weekly-pay-excluding-overtime,workplace
15.1,GBP,1,,1.1,2016,E92000001,80,all,part-time,hourly-pay-excluding-overtime,workplace
195.1,GBP,1,,2.6,2016,E12000001,25,female,all,weekly-pay-excluding-overtime,workplace
,Count,1,x,x,2016,E06000004,75,all,part-time,paid-hours-worked-overtime,workplace
47.1,GBP,1,,2.6,2016,E92000001,10,male,part-time,weekly-pay-gross,workplace
166.8,GBP,1,,15.0,2016,E06000003,60,female,part-time,basic-pay-including-other-pay,workplace
147.4,GBP,1,,1.0,2016,K04000001,40,male,part-time,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000004,70,male,part-time,paid-hours-worked-basic,workplace
,GBP,1,x,x,2016,E06000001,90,all,full-time,weekly-pay-excluding-overtime,workplace
,GBP,1,x,42.0,2016,E06000002,40,female,full-time,overtime-pay,workplace
279.1,GBP,1,,3.5,2016,E06000002,10,female,full-time,weekly-pay-gross,workplace
268.4,GBP,1,,5.5,2016,E06000004,10,female,full-time,weekly-pay-excluding-overtime,workplace
8.3,GBP,1,,20.0,2016,E12000001,10,female,full-time,overtime-pay,workplace
379.1,GBP,1,,0.3,2016,K04000001,30,male,all,weekly-pay-excluding-overtime,workplace
,GBP,1,x,x,2016,E06000003,75,all,part-time,hourly-pay-excluding-overtime,workplace
222.1,GBP,1,,11.0,2016,E06000005,25,female,all,weekly-pay-excluding-overtime,workplace
17.48,GBP,1,,0.3,2016,K04000001,mean,male,full-time,hourly-pay-gross,workplace
521.3,GBP,1,,0.2,2016,K03000001,median,all,full-time,weekly-pay-excluding-overtime,workplace
766.6,GBP,1,,0.2,2016,K03000001,90,female,all,basic-pay-including-other-pay,workplace
12.81,GBP,1,,0.3,2016,E92000001,60,female,all,hourly-pay-gross,workplace
632.4,GBP,1,,0.3,2016,K04000001,60,male,full-time,weekly-pay-excluding-overtime,workplace
40670.0,GBP,1,,0.4,2016,K02000001,90,female,all,annual-pay-gross,workplace
,GBP,1,x,28.0,2016,E06000004,30,male,part-time,weekly-pay-excluding-overtime,workplace
719.0,GBP,1,,0.2,2016,K03000001,80,all,all,weekly-pay-excluding-overtime,workplace
710.0,GBP,1,,0.3,2016,K04000001,70,all,full-time,weekly-pay-gross,workplace
292.8,GBP,1,,12.0,2016,E06000005,10,male,all,weekly-pay-excluding-overtime,workplace
210.9,GBP,1,,3.6,2016,K04000001,90,all,full-time,overtime-pay,workplace
,Count,1,x,29.0,2016,E06000004,20,male,all,paid-hours-worked-overtime,workplace
,GBP,1,x,x,2016,E06000003,80,female,full-time,weekly-pay-excluding-overtime,workplace
16.92,GBP,1,,8.4,2016,E06000004,70,male,full-time,hourly-pay-gross,workplace
1057.2,GBP,1,,0.7,2016,E92000001,90,all,full-time,weekly-pay-excluding-overtime,workplace
239.5,GBP,1,,7.6,2016,E06000002,30,female,all,basic-pay-including-other-pay,workplace
13.5,GBP,1,,8.0,2016,E06000001,60,all,full-time,hourly-pay-gross,workplace
10429.0,GBP,1,,0.7,2016,K03000001,25,female,all,annual-pay-gross,workplace
,GBP,1,x,x,2016,E06000001,median,male,part-time,annual-pay-gross,workplace
,GBP,1,x,30.0,2016,E06000001,70,female,part-time,weekly-pay-excluding-overtime,workplace
15.0,Count,1,,0.1,2016,K04000001,10,all,all,paid-hours-worked-basic,workplace
304.4,GBP,1,,0.2,2016,E92000001,10,all,full-time,weekly-pay-excluding-overtime,workplace
